STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
6881,14013211,,7.25,,,,5.5,6.75,8.75,,
6882,14013212,,6.25,,,,6.0,7.0,7.75,,
6883,14013213,,6.25,,,,6.25,7.75,,,
6884,14013214,,5.25,,,,7.25,7.5,8.5,,
6885,14013215,,7.5,,,,6.0,,8.5,3.4,N1
6886,14013216,,5.0,,,,6.5,6.5,8.25,,
6887,14013217,,8.5,,,,7.75,,8.25,,
6888,14013218,,4.75,,,,4.25,4.75,,,
6889,14013219,,6.5,,,,7.5,8.25,,,
6890,14013220,,6.25,,,,8.25,7.0,,2.4,N1
6891,14013221,,5.75,,,,9.75,8.25,,,
6892,14013222,,5.25,,,,6.0,5.5,7.75,,
6893,14013223,,5.25,,,,5.5,7.25,8.75,,
6894,14013224,,4.25,,,,6.75,8.0,9.5,,
6895,14013225,,7.0,,,,7.75,7.5,,,
6896,14013226,,5.25,,,,4.0,7.25,7.5,,
6897,14013227,,4.75,,,,8.25,6.0,,,
6898,14013228,,4.75,,,,8.75,8.75,9.25,,
6899,14013229,3.2,4.75,,,,,,,6.0,N1
6900,14013230,,3.75,,,,2.75,5.0,5.75,,
6901,14013231,,7.25,,,,10.0,9.75,,,
6902,14013232,,5.5,,,,8.0,7.75,8.5,,
6903,14013233,,5.0,,,,7.5,8.0,8.0,,
6904,14013234,,5.75,,,,7.75,9.0,,,
6905,14013235,,4.25,,,,4.5,6.25,,,
6906,14013236,,3.25,,,,5.25,6.25,,,
6907,14013237,,6.25,,,,6.75,8.75,9.0,,
6908,14013238,,5.25,,,,6.25,6.75,,,
6909,14013239,,5.25,,,,7.25,8.0,6.5,,
6910,14013240,,3.5,,,,7.25,5.25,7.25,,
6911,14013241,,4.75,,,,9.0,8.75,9.5,,
6912,14013242,,3.0,,,,7.75,6.25,6.0,,
6913,14013243,,5.75,,,,6.25,8.5,8.25,,
6914,14013244,,5.5,,,,8.5,8.5,9.0,,
6915,14013245,,4.75,,,,7.75,7.75,8.25,,
6916,14013246,,6.25,,,,8.25,9.0,,,
6917,14013247,,5.0,,,,7.75,8.75,8.75,,
6918,14013248,,5.0,,,,3.5,4.75,4.75,,
6919,14013249,,6.0,,,,4.5,5.75,6.0,,
6920,14013250,,5.5,,,,7.0,7.0,,,
6921,14013251,,4.5,,,,7.5,8.5,9.0,,
6922,14013252,,4.5,,,,3.0,5.25,,,
6923,14013253,4.8,7.0,,,,,,,5.8,N1
6924,14013254,7.8,,7.25,8.25,,,,,,
6925,14013255,6.2,6.5,,,,,8.75,8.25,6.8,N1
6926,14013256,,6.0,,,,7.25,8.0,,,
6927,14013257,,5.75,,,,8.5,8.5,9.0,,
6928,14013258,2.4,5.25,,,,7.0,,,,
6929,14013259,,6.75,,,,9.5,8.75,,,
6930,14013260,,5.75,,,,7.25,7.75,9.25,,
6931,14013261,,1.25,,,,3.0,3.75,4.5,,
6932,14013262,4.2,,4.25,4.75,,,,,,
6933,14013263,6.0,5.0,4.0,5.75,5.0,,,,6.8,N1
6934,14013264,,5.5,,,,7.0,9.25,,,
6935,14013265,,5.5,,,,6.75,5.75,7.0,,
6936,14013266,,2.75,,,,5.25,6.75,7.75,,
6937,14013267,,4.75,,,,5.25,6.75,7.75,,
6938,14013268,1.8,3.25,,,,3.0,3.25,,,
6939,14013269,,4.5,,,,5.0,6.0,6.75,,
6940,14013270,,5.0,,,,8.75,8.0,,,
6941,14013271,,3.5,,,,6.25,5.25,4.0,,
6942,14013272,6.0,5.25,,,,7.5,8.0,8.75,,
6943,14013273,,4.5,,,,3.75,5.25,,,
6944,14013274,,4.5,,,,7.25,8.25,,,
6945,14013275,,4.75,,,,7.0,8.75,8.5,,
6946,14013276,4.4,5.75,,,,5.0,6.25,,3.6,N1
6947,14013277,,2.5,,,,5.25,5.25,,,
6948,14013278,,5.25,,,,8.5,7.25,6.5,,
6949,14013279,,5.25,,,,5.5,7.75,8.75,,
6950,14013280,,3.75,,,,5.0,5.5,6.5,,
6951,14013281,,5.75,,,,6.0,7.0,8.5,,
6952,14013282,,3.25,,,,3.75,5.75,4.75,,
6953,14013283,,5.5,,,,3.75,5.5,,,
6954,14013284,,4.5,,,,7.5,7.0,7.5,,
6955,14013285,5.2,4.5,,,,3.5,5.75,7.75,,
6956,14013286,,4.25,,,,5.5,6.5,,,
6957,14013287,,6.0,,,,4.75,7.0,6.25,,
6958,14013288,,3.0,,,,4.5,6.5,6.5,,
6959,14013289,,5.5,,,,5.25,7.0,,,
6960,14013290,,3.25,,,,4.25,5.5,6.0,,
6961,14013291,,4.75,,,,4.25,7.5,,,
6962,14013292,,4.25,,,,5.5,5.25,,,
6963,14013293,7.6,,4.75,5.25,,,,,,
6964,14013294,,5.5,,,,7.75,7.25,8.0,,
6965,14013295,,6.0,,,,5.75,7.5,,,
6966,14013296,7.6,6.0,,,,8.0,8.25,,,
6967,14013297,,5.0,,,,8.25,8.25,5.5,,
6968,14013298,,6.5,,,,5.25,7.5,,,
6969,14013299,8.0,,7.5,4.75,,,,,,
6970,14013300,,6.5,,,,3.25,6.75,6.75,,
6971,14013301,,6.0,,,,8.0,8.75,7.5,,
6972,14013302,,2.5,,,,4.0,6.0,,,
6973,14013303,,6.25,,,,7.0,7.75,,,
6974,14013304,5.6,4.25,,,,6.0,,,,
6975,14013305,,3.25,,,,8.75,9.25,9.75,,
6976,14013306,,6.5,,,,6.0,6.25,8.75,,
6977,14013307,,5.0,,,,5.75,7.25,7.5,,
6978,14013308,,7.0,,,,8.5,7.75,,,
6979,14013309,,6.5,,,,7.25,7.75,9.5,,
6980,14013310,,8.5,,,,7.75,9.0,9.5,,
6981,14013311,,5.0,,,,6.75,8.0,8.25,,
6982,14013313,,7.5,,,,8.0,7.5,,,
6983,14013315,,6.0,,,,6.75,8.0,,,
6984,14013316,,5.25,,,,7.0,7.75,8.5,,
6985,14013317,,5.0,,,,5.25,5.75,6.25,,
6986,14013318,,2.0,,,,5.25,5.5,7.25,,
6987,14013319,,4.75,,,,5.0,5.5,,,
6988,14013320,,4.75,,,,4.25,6.25,,,
6989,14013321,8.2,7.0,5.0,7.5,7.0,,,,,
6990,14013322,,6.0,,,,9.0,9.0,,,
6991,14013323,,5.25,,,,7.0,8.0,8.75,,
6992,14013324,,6.25,,,,7.0,8.0,,,
6993,14013325,,3.25,,,,3.5,6.25,6.75,,
6994,14013326,,5.75,,,,7.25,7.75,8.0,,
6995,14013327,,5.25,,,,5.0,7.5,8.75,,
6996,14013329,8.2,,5.75,6.25,,,,,,
6997,14013330,,5.0,,,,7.25,7.75,9.0,,
6998,14013331,,4.0,,,,4.5,6.75,7.75,,
6999,14013332,,4.75,,,,5.5,6.25,6.5,,
7000,14013333,7.8,7.0,,,,9.25,9.5,,,
7001,14013334,,5.75,,,,5.5,7.5,6.75,,
7002,14013335,,4.5,,,,8.25,8.5,9.25,,
7003,14013336,,5.75,,,,4.5,6.5,,,
7004,14013337,,7.0,,,,9.5,9.5,,,
7005,14013339,,7.0,,,,7.25,8.75,,,
7006,14013341,,6.0,,,,8.5,8.5,,,
7007,14013342,,5.0,,,,6.75,6.75,7.5,,
7008,14013343,,6.25,,,,5.5,7.25,9.5,,
7009,14013344,8.4,,7.5,,,,,,7.4,N1
7010,14013345,,4.5,,,,6.75,7.5,,,
7011,14013346,,4.25,,,,8.25,7.75,9.0,,
7012,14013347,,4.0,,,,2.75,6.0,,,
7013,14013348,,3.75,,,,7.25,6.0,6.0,,
7014,14013349,,6.0,,,,4.75,6.0,7.25,,
7015,14013350,5.0,6.5,,,,4.0,7.75,7.5,,
7016,14013351,,5.0,,,,4.5,4.75,,,
7017,14013352,,4.25,,,,4.75,4.25,6.5,,
7018,14013353,,5.5,,,,8.25,6.75,8.5,,
7019,14013354,,4.75,,,,6.75,7.75,9.5,,
7020,14013355,,5.5,,,,8.5,8.0,8.5,,
7021,14013356,,5.25,,,,7.75,8.5,8.75,,
7022,14013357,,5.0,,,,9.5,9.5,9.75,,
7023,14013358,,3.25,,,,4.5,5.25,6.75,,
7024,14013359,,5.75,,,,8.0,7.75,9.25,,
7025,14013360,,5.25,,,,4.75,6.25,6.75,,
7026,14013361,,6.0,,,,8.75,9.0,9.25,,
7027,14013362,6.8,7.5,,,,9.5,9.5,,,
7028,14013363,,5.75,,,,7.75,9.5,9.5,,
7029,14013364,,4.0,,,,7.75,8.75,9.0,,
7030,14013365,7.2,8.5,,,,8.5,8.25,,,
7031,14013366,,7.0,,,,6.0,6.75,8.0,,
7032,14013368,6.2,,5.0,5.5,,,,,,
7033,14013369,,5.25,,,,6.75,8.25,9.5,,
7034,14013370,,4.75,,,,4.5,2.75,6.5,,
7035,14013371,,5.0,,,,4.25,6.5,,,
7036,14013372,,5.75,,,,8.0,6.5,7.75,,
7037,14013373,,4.25,,,,8.75,8.25,,,
7038,14013374,,3.5,,,,4.5,6.0,,,
7039,14013375,5.0,6.0,,,,,,,7.8,N1
7040,14013376,,5.5,,,,3.75,5.5,6.5,,
7041,14013377,,6.0,,,,5.0,7.75,9.25,,
7042,14013378,,6.0,,,,5.25,7.75,7.0,,
7043,14013379,,7.0,,,,7.25,9.0,,,
7044,14013380,,7.75,,,,9.25,9.0,,,
7045,14013381,,5.25,,,,4.25,4.5,5.25,,
7046,14013382,,5.25,,,,5.25,8.5,8.75,,
7047,14013383,,6.5,,,,5.5,7.25,7.25,,
7048,14013384,6.4,6.0,,,,,,,,
7049,14013385,,5.0,,,,4.5,7.0,,,
7050,14013386,,4.0,,,,4.75,7.75,9.0,,
7051,14013387,,4.5,,,,5.75,7.25,8.5,,
7052,14013388,8.0,7.75,,,,9.75,8.5,,,
7053,14013389,,3.75,,,,,,,,
7054,14013390,,4.25,,,,5.5,7.0,7.0,,
7055,14013391,,3.75,,,,3.5,5.75,,,
7056,14013392,,4.75,,,,4.5,5.5,6.25,,
7057,14013393,,4.0,,,,4.0,7.5,,,
7058,14013394,,5.0,,,,4.5,7.25,7.25,,
7059,14013396,,7.0,,,,6.75,8.25,9.0,,
7060,14013397,5.6,6.75,,,,9.0,8.25,7.75,,
7061,14013398,6.4,6.5,,,,8.0,6.5,9.0,,
7062,14013399,5.4,,4.5,4.5,,,,,,
7063,14013400,,3.75,,,,2.25,6.0,5.5,,
7064,14013401,,3.5,,,,8.25,7.0,7.0,,
7065,14013402,,4.75,,,,8.75,9.0,7.5,,
7066,14013403,,5.0,,,,3.5,4.75,,,
7067,14013404,,6.5,,,,8.25,9.0,9.75,,
7068,14013405,,5.25,,,,8.25,8.75,8.25,,
7069,14013406,7.6,,6.75,6.25,,,,,,
7070,14013407,,5.0,,,,6.75,8.5,,,
7071,14013408,,5.75,,,,6.75,6.5,4.5,,
7072,14013409,,4.75,,,,3.75,5.5,,,
7073,14013410,,5.25,,,,9.0,8.75,9.75,,
7074,14013411,,3.0,,,,5.0,4.25,6.0,,
7075,14013412,,4.0,,,,3.25,4.75,5.75,,
7076,14013413,,6.0,,,,7.5,7.25,9.25,,
7077,14013414,,7.25,,,,9.5,10.0,9.75,,
7078,14013415,,3.25,,,,6.0,5.5,5.5,,
7079,14013416,,5.25,,,,4.25,6.25,7.75,,
7080,14013417,,7.25,,,,7.0,8.75,,,
7081,14013418,,4.0,,,,3.25,5.5,5.0,,
7082,14013419,,4.5,,,,4.0,7.5,,,
7083,14013420,,2.75,,,,5.75,5.0,8.25,,
7084,14013421,,4.5,,,,4.5,7.0,,,
7085,14013422,6.6,,,6.75,7.0,,,,,
7086,14013423,,5.0,,,,7.5,7.5,7.75,,
7087,14013424,,5.25,,,,7.0,6.5,,,
7088,14013425,,2.0,,,,5.25,3.25,6.75,,
7089,14013426,9.2,,9.0,,,,,,7.6,N1
7090,14013427,2.6,2.25,,,,2.0,1.75,,,
7091,14013428,,5.5,,,,8.75,7.25,7.5,,
7092,14013429,,5.25,,,,5.5,6.25,7.5,,
7093,14013430,,5.75,,,,9.25,9.5,,,
7094,14013431,,7.5,,,,9.0,8.75,9.0,,
7095,14013432,,4.75,,,,6.75,8.0,8.25,,
7096,14013433,,5.75,,,,6.75,7.75,,,
7097,14013434,,3.5,,,,7.75,8.0,8.5,,
7098,14013435,,5.5,,,,8.0,9.0,10.0,,
7099,14013436,7.2,,5.5,5.75,,,,,3.4,N1
7100,14013437,,3.5,,,,7.75,6.75,9.0,,
7101,14013438,,3.5,,,,6.0,6.75,,,
7102,14013439,,5.5,,,,7.5,8.25,8.25,,
7103,14013440,,4.0,,,,4.25,6.75,8.0,,
7104,14013441,8.6,,,8.0,,,,,8.2,N1
7105,14013442,,3.75,,,,6.75,6.0,5.5,,
7106,14013443,,5.5,,,,6.0,6.75,,,
7107,14013444,,3.5,,,,6.5,5.75,,,
7108,14013445,,5.75,,,,5.75,8.25,,,
7109,14013446,,5.0,,,,9.0,9.75,9.75,,
7110,14013447,6.2,,4.5,3.5,,,,,,
7111,14013448,,4.75,,,,5.0,6.5,7.5,,
7112,14013450,,4.25,,,,9.25,8.75,9.75,,
7113,14013451,,7.5,,,,9.5,9.5,,,
7114,14013452,,5.25,,,,4.25,6.5,,,
7115,14013453,,6.75,,,,7.75,8.25,8.5,,
7116,14013454,,6.0,,,,8.25,9.25,,,
7117,14013455,,4.75,,,,6.25,5.5,5.25,,
7118,14013456,,6.0,,,,7.5,8.5,8.0,,
7119,14013457,,6.25,,,,7.25,8.75,7.75,,
7120,14013458,,4.25,,,,6.5,5.0,8.5,,
7121,14013459,,4.0,,,,4.5,7.0,6.75,,
7122,14013460,,6.75,,,,5.25,6.5,8.25,,
7123,14013461,,6.0,,,,5.5,7.75,,,
7124,14013462,,4.75,,,,5.75,6.5,,,
7125,14013463,8.4,,7.0,4.25,,,,,5.6,N1
7126,14013464,,5.5,,,,5.5,5.25,7.25,,
7127,14013465,,6.0,,,,5.0,5.5,7.0,,
7128,15018562,,6.75,,,,10.0,9.5,2.25,,
7129,15018563,,6.0,,,,5.25,7.75,,,
7130,15018564,2.0,3.75,,,,4.0,5.0,,,
7131,15018565,7.0,7.25,,,,,,,5.0,N1
7132,15018566,,7.5,,,,8.0,8.5,,,
7133,15018567,6.6,,,5.5,4.75,,,,,
7134,15018568,,6.75,,,,5.5,7.75,9.5,,
7135,15018569,,4.0,,,,3.75,7.0,,,
7136,15018570,8.0,,,7.5,7.5,,,,,
7137,15018571,5.0,5.0,,,,,,,5.6,N1
7138,15018572,,6.75,,,,7.25,7.75,,,
7139,15018574,9.2,,9.5,8.75,7.25,,,,5.2,N1
7140,15018575,5.4,7.75,,,,,,,5.4,N1
7141,15018577,,4.5,,,,4.5,6.75,,,
7142,15018578,,7.0,,,,8.5,9.0,9.25,,
7143,15018579,7.8,,3.75,8.5,9.0,,,,,
7144,15018580,6.0,,3.5,,,,,,6.0,N1
7145,15018581,8.0,7.75,,,,,,,4.2,N1
7146,15018582,7.6,8.25,8.0,5.5,,,,,,
7147,15018583,5.6,2.25,,,,4.5,4.5,5.0,2.2,N1
7148,15018584,,5.75,,,,8.0,7.75,,,
7149,15018585,7.8,8.75,,,,9.0,9.0,,,
7150,15018586,8.0,8.0,,,,,,,6.2,N1
7151,15018588,,5.5,,,,6.5,8.0,9.0,,
7152,15018589,,6.0,,,,9.25,9.0,,,
7153,15018591,8.2,,7.75,6.75,1.75,,,,,
7154,15018592,7.8,8.75,,,,,,,8.0,N1
7155,15018593,2.2,2.75,,,,3.25,5.25,,,
7156,15018594,,6.5,,,,9.75,9.5,9.75,,
7157,15018595,,4.25,,,,5.5,7.25,,,
7158,15018596,,8.0,,,,8.25,9.25,9.5,,
7159,15018597,,5.5,,,,7.5,7.0,,,
7160,15018599,,7.75,,,,7.5,,9.75,,
7161,15018600,,7.0,,,,7.5,7.25,,,
7162,15018601,7.8,6.5,,,,9.5,9.25,,,
7163,15018602,,7.0,,,,7.25,6.75,9.25,,
7164,15018605,,4.5,,,,4.25,5.0,,,
7165,15018606,,8.75,,,,9.5,9.25,,,
7166,15018607,,5.25,,,,5.0,8.75,,,
7167,15018608,,6.75,,,,8.75,9.0,,,
7168,15018609,,1.5,,,,3.5,4.5,6.75,,
7169,15018610,3.0,,3.0,3.25,,,,,,
7170,15018611,7.8,,7.25,7.0,,,,,,
7171,15018612,6.4,,3.75,3.75,5.25,,,,,
7172,15018613,,5.5,,,,8.5,7.0,8.5,,
7173,15018614,7.2,,5.0,7.0,5.75,,,,,
7174,15018615,2.0,3.5,,,,4.0,,,,
7175,15018616,,5.5,,,,7.75,8.0,7.25,,
7176,15018617,8.2,8.25,,,,,,,,
7177,15018618,8.6,,7.75,8.0,,,,,,
7178,15018619,,6.25,,,,8.25,7.5,,,
7179,15018620,5.8,7.0,3.5,,,,,,5.4,N1
7180,15018621,,6.5,,,,5.25,7.75,,,
7181,15018622,7.2,7.25,,,,8.5,9.25,8.25,,
7182,15018623,,4.5,,,,7.0,6.75,,,
7183,15018624,,7.5,,,,9.5,9.75,,,
7184,15018625,,4.5,,,,6.0,7.75,,,
7185,15018626,,6.5,,,,0.0,0.0,,,
7186,15018627,,5.75,,,,8.75,8.5,,,
7187,15018628,8.6,9.0,,,,,,,7.6,N1
7188,15018629,,5.75,,,,8.0,8.5,,,
7189,15018630,,7.0,,,,9.0,8.75,,,
7190,15018631,,5.25,,,,6.5,7.25,,,
7191,15018632,7.4,6.75,6.5,2.25,,,,,4.2,N1
7192,15018633,7.4,,7.75,9.0,,,,,,
7193,15018634,8.6,7.75,8.25,8.25,,,,,,
7194,15018635,8.2,,8.25,8.75,,,,,,
7195,15018636,,6.25,,,,7.0,8.5,,,
7196,15018637,,5.0,,,,9.25,8.75,,,
7197,15018638,,8.5,,,,7.5,9.0,8.75,,
7198,15018639,8.2,8.0,,,,,,,7.6,N1
7199,15018640,8.2,,7.0,7.25,,,,,,
7200,15018641,8.4,,,8.5,8.25,,,,,
7201,15018642,7.8,,,3.75,0.0,,,,3.8,N1
7202,15018643,,6.0,,,,7.0,8.5,,,
7203,15018644,,7.0,,,,9.25,9.5,,,
7204,15018646,6.6,9.0,,,,8.75,,9.75,,
7205,15018647,7.0,7.75,,,,,,,8.0,N4
7206,15018648,8.0,,8.25,4.75,,,,,,
7207,15018649,8.4,,7.75,8.0,,,,,,
7208,15018652,7.8,,8.0,9.0,,,,,,
7209,15018653,,8.75,,,,10.0,9.0,,,
7210,15018655,,4.75,,,,3.25,7.0,7.5,,
7211,15018656,,6.5,,,,7.5,7.25,,,
7212,15018657,,5.0,,,,5.25,6.25,,,
7213,15018658,,5.75,,,,7.25,7.75,,,
7214,15018660,,7.75,,,,6.75,8.25,,,
7215,15018661,,4.25,,,,3.25,6.75,,,
7216,15018662,7.6,6.75,6.75,6.75,,,,,,
7217,15018663,,8.75,,,,9.5,9.75,,,
7218,15018664,7.6,7.25,,,,,,,6.2,N1
7219,15018666,8.4,,4.75,,,,,,4.0,N1
7220,15018667,7.6,6.75,,,,7.25,6.75,,,
7221,15018668,,7.25,,,,6.75,8.25,,,
7222,15018669,,5.25,,,,7.0,6.75,,,
7223,15018670,8.4,,8.75,7.75,,,,,,
7224,15018671,8.2,6.25,,,,,,,4.4,N1
7225,15018672,7.8,,7.0,6.0,,,,,,
7226,15018673,8.6,,7.5,8.75,,,,,,
7227,15018674,,3.5,,,,5.75,6.0,,,
7228,15018675,7.2,,6.5,,,,,,4.4,N1
7229,15018676,,6.75,,,,9.25,9.75,8.0,,
7230,15018677,8.6,6.5,8.5,9.0,2.5,,,,,
7231,15018678,8.6,,6.25,6.5,,,,,,
7232,15018679,,8.25,,,,9.25,8.0,,,
7233,15018680,,7.0,,,,10.0,9.5,,,
7234,15018681,,5.25,,,,9.0,8.5,,,
7235,15018682,,6.5,,,,8.25,7.75,,,
7236,15018684,8.8,,6.25,6.5,,,,,,
7237,15018685,,7.25,,,,9.5,8.75,,,
7238,15018686,,8.5,,,,8.25,9.5,,,
7239,15018687,,7.0,,,,9.75,9.75,,,
7240,15018688,,7.75,,,,8.75,9.0,,,
7241,15018689,,7.25,,,,7.0,8.5,,,
7242,15018690,4.8,7.5,,,,,,,6.0,N1
7243,15018691,6.8,7.75,,,,,,,6.4,N1
7244,15018692,,9.0,,,,,,,,
7245,15018693,,7.25,,,,7.5,7.5,,,
7246,15018694,,7.0,,,,6.75,6.75,,,
7247,15018695,8.8,,8.0,9.0,,,,,,
7248,15018696,,6.75,,,,8.25,8.75,,,
7249,15018697,,8.0,,,,8.0,9.0,,,
7250,15018698,,5.5,,,,6.75,5.75,,,
7251,15018699,,5.75,,,,6.0,8.0,,,
7252,15018700,6.6,7.75,,,,8.0,8.25,,,
7253,15018701,6.4,5.75,6.75,5.0,4.75,,,,,
7254,15018702,8.4,4.75,7.5,7.5,,,,,,
7255,15018703,7.6,,7.25,6.25,,,,,,
7256,15018704,,5.25,,,,8.0,8.75,,,
7257,15018705,,5.5,,,,5.75,6.25,7.75,,
7258,15018706,6.8,8.0,,,,,,,6.6,N4
7259,15018707,,7.5,,,,8.5,8.0,,,
7260,15018708,,6.75,,,,8.25,8.0,,,
7261,15018710,,5.5,,,,5.25,8.0,,,
7262,15018711,,6.0,,,,7.25,7.25,,,
7263,15018712,,8.5,,,,9.75,9.75,6.75,,
7264,15018713,4.0,3.5,,,,5.5,,,,
7265,15018714,,7.0,,,,9.5,9.0,,,
7266,15018715,5.8,7.5,,,,,,,6.2,N1
7267,15018716,8.6,8.0,3.75,5.0,8.25,,,,,
7268,15018717,,7.5,,,,,,,,
7269,15018719,5.4,2.25,,,,2.5,6.0,,,
7270,15018720,,5.25,,,,7.25,7.25,,,
7271,15018721,,6.0,,,,4.75,7.0,,,
7272,15018722,,6.75,,,,,,8.25,,
7273,15018723,,5.5,,,,8.75,9.25,,,
7274,15018724,2.4,4.75,,,,2.75,5.75,7.25,2.4,N1
7275,15018725,,4.5,,,,7.75,5.5,,,
7276,15018726,,6.25,,,,2.75,7.25,7.0,,
7277,15018727,,9.5,,,,9.5,10.0,5.75,,
7278,15018728,6.6,8.5,,,,9.0,,,,
7279,15018730,,6.75,,,,4.75,7.25,,2.4,N1
7280,15018731,,7.5,,,,9.25,9.5,,,
7281,15018732,,6.25,,,,6.25,7.0,,,
7282,15018733,,5.75,,,,4.75,5.0,,,
7283,15018735,,8.25,,,,9.75,9.75,4.5,,
7284,15018736,6.4,8.75,,,,,,9.5,4.2,N1
7285,15018737,7.8,8.5,,,,,,,8.8,N1
7286,15018738,,6.0,,,,7.0,7.75,,,
7287,15018739,,5.5,,,,7.75,7.75,,,
7288,15018740,,3.5,,,,4.25,6.75,,,
7289,15018741,,7.75,,,,,8.25,9.25,,
7290,15018742,7.4,7.75,,,,6.75,8.75,9.5,7.4,N1
7291,15018743,,,,,,,,,3.2,N1
7292,15018744,,8.0,,,,10.0,9.25,,,
7293,15018745,6.8,7.0,,,,7.0,9.25,8.25,8.0,N1
7294,15018746,6.6,8.0,,,,,,,6.0,N1
7295,15018747,7.6,8.75,,,,7.75,8.5,,,
7296,15018748,,5.0,,,,8.0,9.75,,,
7297,15018749,8.2,8.5,,,,,,,5.6,N1
7298,15018750,9.0,7.0,9.25,5.0,4.5,,,,8.6,N1
7299,15018751,6.4,7.25,,,,,,,3.0,N1
7300,15018752,,6.0,,,,6.25,7.5,,,
7301,15018753,,3.75,,,,3.0,5.5,,,
7302,15018754,,5.0,,,,5.0,5.0,,,
7303,15018755,8.4,,8.25,8.75,7.25,,,,,
7304,15018756,3.2,5.75,,,,3.75,5.75,7.0,3.6,N1
7305,15018757,8.2,8.0,,,,,,,6.2,N1
7306,15018758,6.4,,,3.75,4.25,,,,,
7307,15018759,6.6,7.25,,,,,,,4.8,N1
7308,15018760,8.0,8.0,,,,,,,8.0,N1
7309,15018761,,6.5,,,,6.75,6.75,,,
7310,15018762,,7.75,,,,9.75,10.0,,,
7311,15018763,,5.25,,,,4.5,7.0,,,
7312,15018764,,4.5,,,,4.0,5.25,4.5,,
7313,15018765,,6.75,,,,7.5,7.5,,,
7314,15018766,,8.0,,,,,,,,
7315,15018767,,4.0,,,,6.75,8.5,6.75,,
7316,15018768,,4.0,,,,6.25,7.25,,,
7317,15018769,,5.5,,,,7.75,7.5,,,
7318,15018771,,6.0,,,,,,,,
7319,15018773,,6.25,,,,8.0,8.0,,,
7320,15018774,,6.0,,,,6.25,7.25,,,
7321,15018775,3.2,5.75,,,,,,,4.4,N1
7322,15018776,,6.75,,,,8.25,7.75,,,
7323,15018777,8.4,,,6.0,6.75,,,,,
7324,15018778,,5.0,,,,5.25,7.5,6.25,,
7325,15018779,8.2,,6.75,7.25,,,,,,
7326,15018780,3.4,2.5,,,,2.0,5.25,,,
7327,15018781,7.2,7.5,5.5,,,,,,6.4,N1
7328,15018782,,9.0,,,,10.0,9.0,9.75,,
7329,15018783,7.4,,,7.5,8.5,,,,,
7330,15018784,,7.0,,,,8.75,9.0,,,
7331,15018785,7.6,,5.5,3.5,7.0,,,,,
7332,15018786,3.0,1.25,,,,2.75,3.75,,,
7333,15018788,,8.5,,,,9.5,9.75,,,
7334,15018789,,8.5,,,,8.75,9.0,8.0,,
7335,15018791,,8.5,,,,9.75,10.0,,,
7336,15018792,6.2,7.75,,,,,,,5.0,N1
7337,15018793,7.8,,8.0,8.25,,,,,,
7338,15018795,6.0,8.75,,,,10.0,8.5,9.5,,
7339,15018796,,8.75,,,,9.5,9.5,,,
7340,15018797,,8.25,,,,6.25,6.5,9.25,,
7341,15018798,,7.5,,,,9.25,8.25,,,
7342,15018799,,5.5,,,,8.25,8.5,,,
7343,15018800,8.2,,,7.75,7.25,,,,,
7344,15018801,,5.75,,,,5.5,6.75,9.5,,
7345,15018802,,4.5,,,,3.5,6.0,,,
7346,15018803,,5.75,,,,10.0,9.75,,,
7347,15018804,,7.25,,,,9.5,8.5,9.0,,
7348,15018805,,6.5,,,,9.25,9.25,,,
7349,15018806,,9.0,,,,9.75,9.25,9.75,,
7350,15018807,3.8,7.75,,,,6.25,8.0,9.25,5.4,N1
7351,15018808,7.0,7.0,,,,,8.75,9.75,,
7352,15018810,7.0,,7.75,4.0,,,,,,
7353,15018811,5.4,5.5,,,,,,,4.2,N1
7354,15018812,8.8,,8.25,8.25,,,,,,
7355,15018813,8.0,,7.25,7.75,,,,,,
7356,15018814,7.6,,7.25,7.25,,,,,,
7357,15018815,8.2,,9.5,6.75,3.25,,,,,
7358,15018816,,5.25,,,,5.25,8.5,7.5,,
7359,15018817,,6.25,,,,6.25,7.5,,,
7360,15018818,,7.75,,,,7.25,8.75,9.0,7.6,N1
7361,15018819,6.8,8.0,,,,,,,4.6,N1
7362,15018820,7.4,7.5,,,,,,,4.4,N1
7363,15018821,,8.5,,,,7.5,7.75,,,
7364,15018822,7.0,8.5,,,,8.75,9.25,6.5,,
7365,15018823,4.2,6.25,,,,6.25,7.0,10.0,4.4,N1
7366,15018824,,8.75,,,,6.5,,,,
7367,15018825,,6.5,,,,9.0,8.5,,,
7368,15018826,,5.5,,,,9.25,8.75,,,
7369,15018827,,6.5,,,,6.0,7.75,,,
7370,15018828,,4.0,,,,9.5,8.75,8.0,,
7371,15018829,4.2,,2.0,,,,,,3.8,N1
7372,15018830,,4.75,,,,7.25,8.25,,,
7373,15018831,7.6,6.75,,,,8.5,,,,
7374,15018832,7.0,,7.0,8.0,,,,,,
7375,15018833,,4.75,,,,6.75,8.0,,,
7376,15018834,,5.0,,,,5.75,7.75,8.25,,
7377,15018835,8.2,5.75,,,,7.25,,,,
7378,15018837,,7.25,,,,8.0,8.0,,,
7379,15018838,,5.75,,,,5.75,5.25,,,
7380,15018839,8.4,,,9.75,7.5,,,,7.2,N1
7381,15018840,,8.75,,,,10.0,9.5,,,
